setting initial condition
minimizing
NVT equilibration
start simulation
   0%|          | 0/5000 [00:00<?, ?it/s]#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
227.8%	1139100	-34832.17998938824	306.80506262527405	1.0569072070300871	243	23:52:26
 23%|██▎       | 1142/5000 [01:21<04:26, 14.48it/s]227.8%	1139200	-35041.93983991159	297.3114271228951	1.053489685529848	243	23:52:26
227.9%	1139300	-34953.84548667757	292.73409960366985	1.0524242476855978	243	23:52:26
 23%|██▎       | 1144/5000 [01:21<04:19, 14.87it/s]227.9%	1139400	-35028.92361167757	300.05392706591965	1.0524242476855978	243	23:52:26
227.9%	1139500	-34856.50143947956	299.6482886547848	1.0460691350122382	243	23:52:26
 23%|██▎       | 1146/5000 [01:21<04:13, 15.21it/s]227.9%	1139600	-34785.86862697956	291.96627613918275	1.0460691350122382	243	23:52:26
227.9%	1139700	-34743.46237697956	300.3231818685404	1.0460691350122382	243	23:52:26
 23%|██▎       | 1148/5000 [01:21<04:09, 15.46it/s]228.0%	1139800	-35040.07467090679	296.9609124634269	1.0438084056505101	243	23:52:26
228.0%	1139900	-35234.646589381824	297.5101471748009	1.0530013000316776	243	23:52:26
 23%|██▎       | 1150/5000 [01:21<04:06, 15.62it/s]228.0%	1140000	-35195.19890791309	302.6579656139443	1.049004701664933	243	23:52:26
228.0%	1140100	-34988.69678672761	283.6899071200443	1.0473928100357568	243	23:52:26
 23%|██▎       | 1152/5000 [01:21<04:16, 15.00it/s]228.0%	1140200	-34848.05055163786	300.1247341799011	1.042212767930089	243	23:52:26
228.1%	1140300	-34799.73385320691	298.0854414764742	1.0435768606889324	243	23:52:26
 23%|██▎       | 1154/5000 [01:22<04:10, 15.33it/s]228.1%	1140400	-35090.06197820691	301.7918277624632	1.0435768606889324	243	23:52:25
228.1%	1140500	-35104.1391507072	303.9050339248818	1.043918980423554	243	23:52:25
 23%|██▎       | 1156/5000 [01:22<04:25, 14.48it/s]228.1%	1140600	-35157.72116050497	303.5481773407414	1.040434093878619	243	23:52:25
228.1%	1140700	-35089.75749035072	307.8365692069361	1.0379331091048194	243	23:52:25
 23%|██▎       | 1158/5000 [01:22<04:17, 14.93it/s]228.2%	1140800	-34897.14454287273	298.7807855210482	1.0368341425226215	243	23:52:25
228.2%	1140900	-34857.743876441	302.21381133806375	1.0463366084634065	243	23:52:25
 23%|██▎       | 1160/5000 [01:22<04:11, 15.28it/s]228.2%	1141000	-34961.419619630295	304.72869790547145	1.0412635951980937	243	23:52:25
228.2%	1141100	-35088.38700088672	299.19427633936664	1.0370136348563022	243	23:52:25
 23%|██▎       | 1162/5000 [01:22<04:19, 14.76it/s]228.2%	1141200	-34597.00418838672	301.6788014221874	1.0370136348563022	243	23:52:25
228.3%	1141300	-34867.62370171925	300.11237801993354	1.0432152172080122	243	23:52:25
 23%|██▎       | 1164/5000 [01:22<04:26, 14.41it/s]228.3%	1141400	-35076.085018022015	303.5984997819127	1.0478068744994982	243	23:52:25
228.3%	1141500	-35082.147518022015	300.5020780024677	1.0478068744994982	243	23:52:25
 23%|██▎       | 1166/5000 [01:22<04:17, 14.89it/s]228.3%	1141600	-34876.41795356889	306.84940466184815	1.0549187027074802	243	23:52:25
228.3%	1141700	-34736.22264106889	301.8781911185693	1.0549187027074802	243	23:52:25
 23%|██▎       | 1168/5000 [01:23<04:11, 15.24it/s]228.4%	1141800	-35072.62347424947	306.9383107684952	1.0576805389001713	243	23:52:25
228.4%	1141900	-34688.14691174947	303.9790115915314	1.0576805389001713	243	23:52:24
 23%|██▎       | 1170/5000 [01:23<04:40, 13.63it/s]228.4%	1142000	-35096.30299285907	301.48904361480237	1.0537087838440622	243	23:52:24
228.4%	1142100	-34976.85946146	304.93907063002615	1.0581398382167455	243	23:52:24
 23%|██▎       | 1172/5000 [01:23<04:28, 14.27it/s]228.4%	1142200	-34701.416135541775	297.22633639279434	1.0561332373283625	243	23:52:24
228.5%	1142300	-34500.314573041775	300.37227363530053	1.0561332373283625	243	23:52:24
 23%|██▎       | 1174/5000 [01:23<04:19, 14.72it/s]228.5%	1142400	-35006.20222613166	290.8324205118268	1.0608634960160808	243	23:52:24
228.5%	1142500	-35035.31142047621	301.91650344820795	1.0589206415024637	243	23:52:24
 24%|██▎       | 1176/5000 [01:23<04:27, 14.32it/s]228.5%	1142600	-35111.76195054405	299.9841797563932	1.0520984885720148	243	23:52:24
228.5%	1142700	-35136.432579917804	298.71387361572545	1.0444976024310069	243	23:52:24
 24%|██▎       | 1178/5000 [01:23<04:17, 14.82it/s]228.6%	1142800	-34938.606168206315	291.4211485447934	1.0491925475944068	243	23:52:24
228.6%	1142900	-34948.002518125635	294.35690342902717	1.0411410598780797	243	23:52:24
 24%|██▎       | 1180/5000 [01:23<04:10, 15.26it/s]228.6%	1143000	-35062.08247579509	297.4919957358451	1.040367784814564	243	23:52:24
228.6%	1143100	-34899.98464796628	300.1591030414071	1.047732120751112	243	23:52:24
 24%|██▎       | 1182/5000 [01:24<04:23, 14.49it/s]228.6%	1143200	-35111.312984501565	302.73513561421765	1.0530276400016114	243	23:52:24
228.7%	1143300	-34904.742672001565	290.17720015489516	1.0530276400016114	243	23:52:24
 24%|██▎       | 1184/5000 [01:24<04:48, 13.24it/s]228.7%	1143400	-35219.70047758744	305.6936738236697	1.0641960674752087	243	23:52:24
228.7%	1143500	-35330.35764436447	301.5330157345962	1.0584721949249365	243	23:52:24
 24%|██▎       | 1186/5000 [01:24<04:32, 13.99it/s]228.7%	1143600	-35205.21675124217	288.5362382972178	1.0562636962050955	243	23:52:24
228.7%	1143700	-34937.86019717326	293.0111593978554	1.05850102127226	243	23:52:23
 24%|██▍       | 1188/5000 [01:24<04:37, 13.73it/s]228.8%	1143800	-34880.36364530053	301.22356296560315	1.0523646385432845	243	23:52:23
228.8%	1143900	-35063.897947368154	290.290671955592	1.05116403872255	243	23:52:23
 24%|██▍       | 1190/5000 [01:24<04:40, 13.60it/s]228.8%	1144000	-35140.244569707516	303.5814383490099	1.056048509588465	243	23:52:23
228.8%	1144100	-34936.02887254898	303.17880879757575	1.0527306662692453	243	23:52:23
 24%|██▍       | 1192/5000 [01:24<04:42, 13.49it/s]228.8%	1144200	-34834.367137496505	294.32967181901057	1.0533744797368625	243	23:52:23
228.9%	1144300	-35105.34537704583	301.55644764609315	1.054275605429706	243	23:52:23
 24%|██▍       | 1194/5000 [01:24<04:28, 14.19it/s]228.9%	1144400	-34871.48245577159	307.66009499835445	1.041620266282326	243	23:52:23
228.9%	1144500	-34930.37308077159	298.58586260563163	1.041620266282326	243	23:52:23
 24%|██▍       | 1196/5000 [01:25<04:36, 13.78it/s]228.9%	1144600	-35121.484481985186	301.5033705758562	1.0433193043311715	243	23:52:23
228.9%	1144700	-34613.960960908385	304.6100879449802	1.0417304214035061	243	23:52:23
 24%|██▍       | 1198/5000 [01:25<04:25, 14.33it/s]229.0%	1144800	-34898.023460908385	295.52462081139527	1.0417304214035061	243	23:52:23
229.0%	1144900	-34881.244528077834	292.36370953535516	1.0456382160090247	243	23:52:23
 24%|██▍       | 1200/5000 [01:25<04:16, 14.84it/s]229.0%	1145000	-34968.876278465556	308.221520000543	1.0430678761717849	243	23:52:23
229.0%	1145100	-34865.3889940136	302.4084102968477	1.0447993994694973	243	23:52:23
 24%|██▍       | 1202/5000 [01:25<04:09, 15.19it/s]229.0%	1145200	-35109.08049441295	301.07130718118475	1.0432566328491752	243	23:52:23
229.1%	1145300	-35043.786948606634	300.6625385221559	1.0384421897683207	243	23:52:22
 24%|██▍       | 1204/5000 [01:25<04:19, 14.62it/s]229.1%	1145400	-34966.060386106634	301.4781203878103	1.0384421897683207	243	23:52:22
229.1%	1145500	-34887.904136106634	299.85658821619234	1.0384421897683207	243	23:52:22
 24%|██▍       | 1206/5000 [01:25<04:12, 15.04it/s]229.1%	1145600	-34684.13614142174	294.5333631633769	1.041414871926739	243	23:52:22
229.1%	1145700	-34835.091152876295	298.0960244968318	1.0408186418918444	243	23:52:22
 24%|██▍       | 1208/5000 [01:25<04:22, 14.46it/s]229.2%	1145800	-34649.61706218438	293.46197464155864	1.038111769439171	243	23:52:22
229.2%	1145900	-34752.389394967875	301.3167276970754	1.0407458602632054	243	23:52:22
 24%|██▍       | 1210/5000 [01:26<04:37, 13.66it/s]229.2%	1146000	-34832.00375144667	294.7487542746408	1.0423900503585515	243	23:52:22
229.2%	1146100	-34953.57344974246	307.858592150606	1.0433535220324222	243	23:52:22
 24%|██▍       | 1212/5000 [01:26<04:44, 13.32it/s]229.2%	1146200	-34656.193830821954	295.1868542112185	1.0497413406798337	243	23:52:21
229.3%	1146300	-34662.71150492309	306.8166236797331	1.0465886007995588	243	23:52:21
 24%|██▍       | 1214/5000 [01:26<05:07, 12.33it/s]229.3%	1146400	-34564.55267265151	296.65101755065933	1.0479709432490014	243	23:52:21
229.3%	1146500	-34732.12216999382	306.5378198311854	1.0465502369877493	243	23:52:21
 24%|██▍       | 1216/5000 [01:26<05:19, 11.85it/s]229.3%	1146600	-34915.87216999382	300.50846478855675	1.0465502369877493	243	23:52:21
229.3%	1146700	-35022.26279499382	308.47990622202485	1.0465502369877493	243	23:52:21
 24%|██▍       | 1218/5000 [01:26<04:55, 12.81it/s]229.4%	1146800	-34969.59631883504	303.653681147838	1.0509339240834945	243	23:52:21
229.4%	1146900	-34691.0216804065	297.6636806344899	1.0440922247210414	243	23:52:21
 24%|██▍       | 1220/5000 [01:26<04:51, 12.95it/s]229.4%	1147000	-34623.68454877802	298.49813862083937	1.0428436768033307	243	23:52:20
229.4%	1147100	-34527.70017377802	301.91731169568413	1.0428436768033307	243	23:52:20
 24%|██▍       | 1222/5000 [01:26<05:09, 12.21it/s]229.4%	1147200	-34858.96127046656	306.25694270530965	1.0491442997660279	243	23:52:20
229.5%	1147300	-34763.83627046656	303.06551048532265	1.0491442997660279	243	23:52:20
 24%|██▍       | 1224/5000 [01:27<05:49, 10.82it/s]229.5%	1147400	-34968.00888426541	298.5183306329738	1.0501230495667075	243	23:52:19
229.5%	1147500	-34951.60857112604	299.81610531663637	1.0407506724460598	243	23:52:19
 25%|██▍       | 1226/5000 [01:27<05:31, 11.38it/s]229.5%	1147600	-34652.92005443669	296.5949625568781	1.0428564442145656	243	23:52:19
229.5%	1147700	-34643.60755443669	303.26577544978556	1.0428564442145656	243	23:52:19
 25%|██▍       | 1228/5000 [01:27<05:02, 12.46it/s]229.6%	1147800	-34653.903910748195	301.19345419422956	1.0474379670237284	243	23:52:19
229.6%	1147900	-34761.310160748195	299.4244296389433	1.0474379670237284	243	23:52:19
 25%|██▍       | 1230/5000 [01:27<04:41, 13.39it/s]229.6%	1148000	-34735.294535748195	297.8447298817814	1.0474379670237284	243	23:52:19
229.6%	1148100	-34910.67870938152	291.60840147324814	1.0500116834100415	243	23:52:19
 25%|██▍       | 1232/5000 [01:27<04:40, 13.43it/s]229.6%	1148200	-34792.65164006982	303.8296649149633	1.059321870327303	243	23:52:19
229.7%	1148300	-34839.42507756982	292.1615932617654	1.059321870327303	243	23:52:19
 25%|██▍       | 1234/5000 [01:27<04:38, 13.53it/s]229.7%	1148400	-35301.99847729283	305.43883376071057	1.056092634088471	243	23:52:19
229.7%	1148500	-34876.93597729283	302.6829782960301	1.056092634088471	243	23:52:19
 25%|██▍       | 1236/5000 [01:28<04:42, 13.32it/s]229.7%	1148600	-34857.7020020331	315.33978658699584	1.0520390811733376	243	23:52:19
229.7%	1148700	-34951.6160645331	307.19779660574363	1.0520390811733376	243	23:52:19
 25%|██▍       | 1238/5000 [01:28<04:27, 14.06it/s]229.8%	1148800	-34615.35491421429	294.5942906906132	1.0537657673472582	243	23:52:19
229.8%	1148900	-34845.27294023111	300.0616716322327	1.0590154351750607	243	23:52:19
 25%|██▍       | 1240/5000 [01:28<04:16, 14.65it/s]229.8%	1149000	-35079.110677340825	304.04181600274296	1.0565656287798062	243	23:52:19
229.8%	1149100	-34888.902015140484	306.1478692244808	1.0542976315679427	243	23:52:19
 25%|██▍       | 1242/5000 [01:28<04:09, 15.05it/s]229.8%	1149200	-34851.15676291799	297.6575726324397	1.0459704534248082	243	23:52:19
229.9%	1149300	-34955.897145436786	306.66622869709164	1.0508903267742826	243	23:52:19
 25%|██▍       | 1244/5000 [01:28<04:04, 15.38it/s]229.9%	1149400	-34939.740895436786	299.7744047808452	1.0508903267742826	243	23:52:19
229.9%	1149500	-35345.981788457284	302.5734796949858	1.0453179223752744	243	23:52:19
 25%|██▍       | 1246/5000 [01:28<04:00, 15.59it/s]229.9%	1149600	-34888.95986068534	295.55386152062573	1.0414533411421512	243	23:52:19
229.9%	1149700	-34774.12724624114	305.0128584623073	1.0390207375186096	243	23:52:19
 25%|██▍       | 1248/5000 [01:28<03:58, 15.76it/s]230.0%	1149800	-34794.750986633706	301.6327078736774	1.0442996446079338	243	23:52:18
230.0%	1149900	-34921.8085287819	300.48692020328633	1.0368332776579434	243	23:52:18
 25%|██▌       | 1250/5000 [01:28<04:12, 14.84it/s]230.0%	1150000	-34972.341571958736	301.1089847105244	1.0405587176463005	243	23:52:18
230.0%	1150100	-34897.90506328191	298.9361045585258	1.046480574173228	243	23:52:18
 25%|██▌       | 1252/5000 [01:29<04:06, 15.18it/s]230.0%	1150200	-35011.636991729	293.93843761102187	1.0501581390826809	243	23:52:18
230.1%	1150300	-34946.75698186655	290.0953992794577	1.0491311603808777	243	23:52:18
 25%|██▌       | 1254/5000 [01:29<04:02, 15.44it/s]230.1%	1150400	-35470.094268548884	298.82739125764675	1.0630849725882283	243	23:52:18
230.1%	1150500	-35018.19769925845	300.84445418437065	1.0602830654508888	243	23:52:18
 25%|██▌       | 1256/5000 [01:29<03:59, 15.63it/s]230.1%	1150600	-35335.034662949125	303.2888566755021	1.0569423371669548	243	23:52:18
230.1%	1150700	-34821.5313281875	296.21587120792066	1.0542581157031494	243	23:52:18
 25%|██▌       | 1258/5000 [01:29<03:56, 15.79it/s]230.2%	1150800	-34788.15063486644	293.5231796647562	1.0539291701240028	243	23:52:18
230.2%	1150900	-34698.98657236644	291.5305154478377	1.0539291701240028	243	23:52:18
 25%|██▌       | 1260/5000 [01:29<03:54, 15.96it/s]230.2%	1151000	-34825.69750986644	287.6955057077014	1.0539291701240028	243	23:52:18
230.2%	1151100	-34951.56857811197	303.4239442246099	1.0470919217799715	243	23:52:18
 25%|██▌       | 1262/5000 [01:29<03:53, 16.03it/s]230.2%	1151200	-34628.55295311197	298.03384441958866	1.0470919217799715	243	23:52:18
230.3%	1151300	-35025.12919002617	308.60752027718235	1.0563335800277505	243	23:52:18
 25%|██▌       | 1264/5000 [01:29<04:23, 14.17it/s]230.3%	1151400	-34916.3444904013	288.7291469130179	1.0577943471567715	243	23:52:18
230.3%	1151500	-34659.6073492064	292.3507737272948	1.047176850068193	243	23:52:18
 25%|██▌       | 1266/5000 [01:30<04:14, 14.68it/s]230.3%	1151600	-34807.878419256274	297.2505045299836	1.051649277795656	243	23:52:18
230.3%	1151700	-35011.47698225506	296.6708630233056	1.0491452797828447	243	23:52:17
 25%|██▌       | 1268/5000 [01:30<04:21, 14.27it/s]230.4%	1151800	-34769.115219211584	301.47062517018793	1.0450602471804955	243	23:52:17
230.4%	1151900	-34846.276642791054	293.4507350748469	1.0468830441654509	243	23:52:17
 25%|██▌       | 1270/5000 [01:30<04:44, 13.11it/s]230.4%	1152000	-34776.878541844664	292.86280788315173	1.0478572518081264	243	23:52:17
230.4%	1152100	-34859.94738535266	302.79774125936063	1.0461645059120852	243	23:52:17
 25%|██▌       | 1272/5000 [01:30<05:03, 12.30it/s]230.4%	1152200	-34965.00370844902	296.76217845312954	1.0463594127722013	243	23:52:17
230.5%	1152300	-34994.702178018604	306.24727557876406	1.0511588799719767	243	23:52:16
 25%|██▌       | 1274/5000 [01:30<05:19, 11.64it/s]230.5%	1152400	-35147.334078002576	304.99304538213113	1.0486784482205427	243	23:52:16
230.5%	1152500	-35045.65689158678	300.1482511807162	1.0491477847092394	243	23:52:16
 26%|██▌       | 1276/5000 [01:30<05:32, 11.21it/s]230.5%	1152600	-35233.94226157968	297.67191197621077	1.0517526541707398	243	23:52:16
230.5%	1152700	-34988.15874649474	297.97184196816124	1.0496098245681131	243	23:52:16
 26%|██▌       | 1278/5000 [01:31<05:02, 12.29it/s]230.6%	1152800	-34945.87749649474	306.19085835401813	1.0496098245681131	243	23:52:16
230.6%	1152900	-34930.41411320603	293.3116077264137	1.0492293313199776	243	23:52:16
 26%|██▌       | 1280/5000 [01:31<04:41, 13.20it/s]230.6%	1153000	-34797.064102299075	297.27337907017574	1.0451887851403523	243	23:52:16
230.6%	1153100	-34920.87210480726	307.8219329336982	1.0455790936252556	243	23:52:16
 26%|██▌       | 1282/5000 [01:31<04:54, 12.61it/s]230.6%	1153200	-34824.60074866397	306.94879177334957	1.04233849913189	243	23:52:15
230.7%	1153300	-34565.0467821107	298.94018520811136	1.0389943240297297	243	23:52:15
 26%|██▌       | 1284/5000 [01:31<04:35, 13.51it/s]230.7%	1153400	-34521.35290438717	289.744349837978	1.0429803734863212	243	23:52:15
230.7%	1153500	-34676.52070263773	305.24374251313327	1.0462866548243586	243	23:52:15
 26%|██▌       | 1286/5000 [01:31<04:35, 13.47it/s]230.7%	1153600	-34940.132143797586	312.1200287642912	1.047721487417184	243	23:52:15
230.7%	1153700	-34702.788393797586	295.13081525267177	1.047721487417184	243	23:52:15
 26%|██▌       | 1288/5000 [01:31<04:37, 13.36it/s]230.8%	1153800	-35049.038393797586	295.38470640379813	1.047721487417184	243	23:52:15
230.8%	1153900	-34893.93030810746	298.3018860723836	1.0479124840058607	243	23:52:15
 26%|██▌       | 1290/5000 [01:31<04:37, 13.36it/s]230.8%	1154000	-35081.33655810746	290.1299492088138	1.0479124840058607	243	23:52:15
230.8%	1154100	-34803.15687060746	312.3626551888501	1.0479124840058607	243	23:52:15
 26%|██▌       | 1292/5000 [01:32<04:54, 12.57it/s]230.8%	1154200	-35004.25560512708	302.0429282037718	1.047704112731403	243	23:52:15
230.9%	1154300	-35223.38641005024	307.6961409606919	1.054650731761712	243	23:52:14
 26%|██▌       | 1294/5000 [01:32<04:46, 12.94it/s]230.9%	1154400	-34805.05490181339	295.9787661423651	1.0559358108588397	243	23:52:14
230.9%	1154500	-35014.89943100483	290.7481745087742	1.0558563906546456	243	23:52:14
 26%|██▌       | 1296/5000 [01:32<04:46, 12.91it/s]230.9%	1154600	-34691.93410906248	297.094600929691	1.0580123525592915	243	23:52:14
230.9%	1154700	-34978.36633374973	298.0217436523683	1.0607757866468588	243	23:52:14
 26%|██▌       | 1298/5000 [01:32<04:29, 13.72it/s]231.0%	1154800	-34772.486138372304	292.6192540543267	1.050571953415829	243	23:52:14
231.0%	1154900	-34732.70384473016	307.65050906270176	1.0450023814751472	243	23:52:14
 26%|██▌       | 1300/5000 [01:32<04:30, 13.67it/s]231.0%	1155000	-34919.93030683865	312.77327427110015	1.0461480928148112	243	23:52:14
231.0%	1155100	-34684.0833492995	310.1361118398564	1.0455825601852855	243	23:52:14
 26%|██▌       | 1302/5000 [01:32<04:17, 14.35it/s]231.0%	1155200	-34734.451232604275	304.4869518902632	1.0462079491232157	243	23:52:14
231.1%	1155300	-34832.62928208191	299.6753952091642	1.0506886135578928	243	23:52:14
 26%|██▌       | 1304/5000 [01:32<04:40, 13.17it/s]231.1%	1155400	-34942.54423358163	305.60509108484155	1.048669618760016	243	23:52:14
231.1%	1155500	-34884.22802113721	299.7349468230944	1.0489805731661803	243	23:52:14
 26%|██▌       | 1306/5000 [01:33<04:25, 13.92it/s]231.1%	1155600	-34989.16309196918	297.6328448484437	1.046659453048645	243	23:52:14
231.1%	1155700	-34999.600752854894	302.7947355823826	1.0463083943994835	243	23:52:14
 26%|██▌       | 1308/5000 [01:33<04:14, 14.50it/s]231.2%	1155800	-34930.413252854894	310.85257205140095	1.0463083943994835	243	23:52:13
231.2%	1155900	-34842.663252854894	297.73982680146077	1.0463083943994835	243	23:52:13
 26%|██▌       | 1310/5000 [01:33<04:06, 14.96it/s]231.2%	1156000	-35014.21387047987	302.6814963586351	1.0456449054197943	243	23:52:13
231.2%	1156100	-34755.27577484367	296.37251687524156	1.0449324287430235	243	23:52:13
 26%|██▌       | 1312/5000 [01:33<04:01, 15.30it/s]231.2%	1156200	-34945.722194963426	309.751468214976	1.043886309880326	243	23:52:13
231.3%	1156300	-34960.87374862234	310.44973709822074	1.0405691815425844	243	23:52:13
 26%|██▋       | 1314/5000 [01:33<03:57, 15.55it/s]231.3%	1156400	-34705.83624761377	297.43147271273153	1.049320479398529	243	23:52:13
231.3%	1156500	-34945.400608574535	294.28809227187605	1.0567518762176007	243	23:52:13
 26%|██▋       | 1316/5000 [01:33<03:54, 15.71it/s]231.3%	1156600	-34980.298295382905	299.0763380485459	1.063448031481469	243	23:52:13
231.3%	1156700	-34631.313920382905	295.2600999910309	1.063448031481469	243	23:52:13
 26%|██▋       | 1318/5000 [01:33<04:09, 14.73it/s]231.4%	1156800	-34714.27585604979	301.90240164459436	1.0675173695807765	243	23:52:13
231.4%	1156900	-34897.128109042824	302.56556520523657	1.0621438172015891	243	23:52:13
 26%|██▋       | 1320/5000 [01:34<04:02, 15.15it/s]231.4%	1157000	-34952.124406733084	298.0418854389778	1.066777609364926	243	23:52:13
231.4%	1157100	-34908.67078030421	290.3399679619995	1.0617434731623017	243	23:52:13
 26%|██▋       | 1322/5000 [01:34<03:58, 15.41it/s]231.4%	1157200	-35067.2492769231	304.2919899405899	1.05936576072093	243	23:52:13
231.5%	1157300	-34906.319040385395	297.4590855718641	1.0501848012888357	243	23:52:13
 26%|██▋       | 1324/5000 [01:34<03:55, 15.63it/s]231.5%	1157400	-34702.858102885395	296.40580423751476	1.0501848012888357	243	23:52:13
231.5%	1157500	-34891.891942687915	294.7347927553318	1.0473910423875872	243	23:52:13
 27%|██▋       | 1326/5000 [01:34<04:07, 14.85it/s]231.5%	1157600	-34646.78852751973	301.18666580099284	1.053192565687081	243	23:52:13
231.5%	1157700	-34995.650314664264	303.8375583997435	1.0526022717496302	243	23:52:13
 27%|██▋       | 1328/5000 [01:34<04:21, 14.06it/s]231.6%	1157800	-34917.5575841837	300.7206498180351	1.0527020030181253	243	23:52:12
231.6%	1157900	-34926.56471832789	304.1589979823559	1.054546938723574	243	23:52:12
 27%|██▋       | 1330/5000 [01:34<04:12, 14.53it/s]231.6%	1158000	-34929.43692941932	302.75158981354457	1.053280382529721	243	23:52:12
231.6%	1158100	-35208.06192941932	297.5489015629898	1.053280382529721	243	23:52:12
 27%|██▋       | 1332/5000 [01:34<04:31, 13.52it/s]231.6%	1158200	-35255.61354864118	300.0616488794243	1.049805200612015	243	23:52:12
231.7%	1158300	-35170.41823614118	294.9057096084813	1.049805200612015	243	23:52:12
 27%|██▋       | 1334/5000 [01:34<04:18, 14.20it/s]231.7%	1158400	-35366.63429658068	301.65400201229943	1.0502159242787077	243	23:52:12
231.7%	1158500	-35031.35212812736	291.24016069140737	1.045177079031073	243	23:52:12
 27%|██▋       | 1336/5000 [01:35<04:24, 13.87it/s]231.7%	1158600	-34968.59166661388	301.902662303055	1.0480583881645236	243	23:52:12
231.7%	1158700	-34975.08385411388	300.7088131148258	1.0480583881645236	243	23:52:12
 27%|██▋       | 1338/5000 [01:35<04:45, 12.82it/s]231.8%	1158800	-35235.116841960844	298.5219301341889	1.053018267172047	243	23:52:12
231.8%	1158900	-35213.456820802414	295.1142498028177	1.0571219688359035	243	23:52:12
 27%|██▋       | 1340/5000 [01:35<04:28, 13.65it/s]231.8%	1159000	-34640.67039506414	303.14280361408163	1.0594454331037353	243	23:52:12
231.8%	1159100	-34561.6729656329	299.91840858458386	1.0580629585057948	243	23:52:11
 27%|██▋       | 1342/5000 [01:35<04:15, 14.33it/s]231.8%	1159200	-34758.35297622869	308.87448503793445	1.0618600171646382	243	23:52:11
231.9%	1159300	-34875.33561372856	294.9588569994366	1.069074342434075	243	23:52:11
 27%|██▋       | 1344/5000 [01:35<04:24, 13.82it/s]231.9%	1159400	-34895.02311372856	304.2169550160677	1.069074342434075	243	23:52:11
231.9%	1159500	-34944.47616830922	299.4262374510054	1.0657212312168736	243	23:52:11
 27%|██▋       | 1346/5000 [01:35<04:26, 13.73it/s]231.9%	1159600	-35059.736135752	305.88306837783966	1.0632754372469109	243	23:52:11
231.9%	1159700	-35205.474253725406	301.8591834290737	1.062788389888072	243	23:52:11
 27%|██▋       | 1348/5000 [01:36<04:14, 14.36it/s]232.0%	1159800	-35081.841441225406	288.79356108422945	1.062788389888072	243	23:52:11
232.0%	1159900	-34803.232066225406	286.9173281059478	1.062788389888072	243	23:52:11
 27%|██▋       | 1350/5000 [01:36<04:05, 14.88it/s]232.0%	1160000	-35230.92980424367	289.4666584056203	1.0562875844732407	243	23:52:11
232.0%	1160100	-35069.48154453319	296.285694414119	1.056960055282835	243	23:52:11
 27%|██▋       | 1352/5000 [01:36<03:59, 15.25it/s]232.0%	1160200	-34763.40368068256	286.87567939651143	1.0535224693001626	243	23:52:11
232.1%	1160300	-34735.42711818256	302.52087462806793	1.0535224693001626	243	23:52:11
 27%|██▋       | 1354/5000 [01:36<03:54, 15.53it/s]232.1%	1160400	-34736.93444635501	306.6510502212436	1.0506057784424747	243	23:52:11
232.1%	1160500	-35110.72298030797	304.67440284997775	1.0552754087718534	243	23:52:11
 27%|██▋       | 1356/5000 [01:36<03:52, 15.69it/s]232.1%	1160600	-34804.110742952296	295.03960205593995	1.0495088622101119	243	23:52:11
232.1%	1160700	-35106.391992952296	298.7404934875897	1.0495088622101119	243	23:52:11
 27%|██▋       | 1358/5000 [01:36<04:09, 14.62it/s]232.2%	1160800	-34883.863270592614	304.7073236645049	1.048302340550112	243	23:52:11
232.2%	1160900	-35066.20414715368	300.447983146658	1.0472994863684046	243	23:52:11
 27%|██▋       | 1360/5000 [01:36<04:01, 15.06it/s]232.2%	1161000	-34986.05023810672	299.8511022109261	1.0449440116715922	243	23:52:10
232.2%	1161100	-34928.10492560672	306.38676483152966	1.0449440116715922	243	23:52:10
 27%|██▋       | 1362/5000 [01:36<04:10, 14.51it/s]232.2%	1161200	-34858.81809029798	303.2745225328178	1.038882060961645	243	23:52:10
232.3%	1161300	-35094.54022981771	304.3236337372695	1.0422726515004195	243	23:52:10
 27%|██▋       | 1364/5000 [01:37<04:17, 14.14it/s]232.3%	1161400	-35214.47091025178	307.7548718896946	1.0464301493537458	243	23:52:10
232.3%	1161500	-34987.71180830806	310.18325623288735	1.049679686138017	243	23:52:10
 27%|██▋       | 1366/5000 [01:37<04:07, 14.69it/s]232.3%	1161600	-34870.29626422783	299.17761923727016	1.046045983545279	243	23:52:10
232.3%	1161700	-34858.887951168086	291.73516337817153	1.055197447142152	243	23:52:10
 27%|██▋       | 1368/5000 [01:37<04:00, 15.08it/s]232.4%	1161800	-35041.11956872052	298.766926047457	1.061518066721181	243	23:52:10
232.4%	1161900	-34671.01904317649	323.31207166441465	1.0605593687653125	243	23:52:10
 27%|██▋       | 1370/5000 [01:37<03:55, 15.40it/s]232.4%	1162000	-34780.40185567649	307.4110187602659	1.0605593687653125	243	23:52:10
232.4%	1162100	-34890.87841817649	298.27908716096863	1.0605593687653125	243	23:52:10
 27%|██▋       | 1372/5000 [01:37<04:15, 14.20it/s]232.4%	1162200	-34668.342864135746	304.3760872502762	1.0616576124473842	243	23:52:10
232.5%	1162300	-34741.819426635746	302.80156908543546	1.0616576124473842	243	23:52:10
 27%|██▋       | 1374/5000 [01:37<04:06, 14.70it/s]232.5%	1162400	-34908.62437229851	305.7973316963915	1.060249026133047	243	23:52:10
